nom,dci1,dosage,unite_dosage,forme,presentation,ppv,ph,prix_br,princeps_generique,taux_remboursement,nom_ar,search_name
gastrop,CIMETIDINE,200,MG,COMPRIME,1 BOITE 30 COMPRIME,35.7,22.2,35.7,G,70%,جاستروب,gastrop
pargine,ASPARTATE D'ARGININE,5,G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE,109.5,0.0,109.5,P,0%,بارجيني,pargine
glycemat 30 mg lm,GLICLAZIDE,30,MG,COMPRIME LM,1 BOITE 30 COMPRIME,38.9,25.7,38.9,G,70%,جليكيمات 30 مج لم,glycemat 30 mg lm
fluocaril bf 2000,FLUORURE DE SODIUM,2,G,GEL DENTIFRICE,1 FLACON 250 ML,172.8,114.3,172.8,P,0%,فلووكاريل بف 2000,fluocaril bf 2000
protos,RANELATE DE STRONTIUM,2,G,GRANULE POUR SUSPENSION BUVABLE,1 BOITE 28 SACHET,471.0,312.0,471.0,P,70%,بروتوس,protos
strattera 10 mg,ATOMOXETINE,10,MG,GELULE,1 BOITE 28 GELULE,1066.3,705.4,1066.3,P,0%,ستراتتيرا 10 مج,strattera 10 mg
acetate em 138,CONCENTRE POUR HEMODIALYSE,,,SOLUTE CONCENTRE,1 BIDON 5 L,79.4,52.0,79.4,G,70%,اكيتاتي يم 138,acetate em 138
mucolator,ACETYLCYSTEINE,200,MG,GRANULE POUR SUSPENSION BUVABLE,1 BOITE 30 SACHET,43.85,29.0,43.85,P,0%,موكولاتور,mucolator
minulet,GESTODENE / ETHINYLESTRADIOL,0.075 / 0.03,MG / MG,COMPRIME ENROBE,1 BOITE 21 COMPRIME,76.6,50.7,76.6,P,0%,مينوليت,minulet
morupar,VACCIN R.O.R,,,PREPARATION INJECTABLE,1 BOITE 1 DOSE,90.4,0.0,90.4,G,70%,موروبار,morupar
ziacaine 2 % speciale,LIDOCAINE,36,MG,SOLUTION INJECTABLE POUR USAGE DENTAIRE,1 BOITE 50 CARTOUCHE,297.0,196.9,297.0,P,70%,زياكايني 2 % سبيكيالي,ziacaine 2 speciale
narcozep,FLUNITRAZEPAM,1,MG,SOLUTION A DILUER POUR SOLUTION INJECTABLE,1 BOITE 30 AMPOULE INJECTABLE,127.2,0.0,127.2,P,0%,ناركوزيب,narcozep
rabipur,VACCIN ANTIRABIQUE,,,PREPARATION INJECTABLE,1 BOITE 1 FLACON,273.5,0.0,273.5,P,0%,رابيبور,rabipur
lutenyl,NOMEGESTROL,5,MG,COMPRIME SECABLE,1 BOITE 10 COMPRIME,57.0,35.5,57.0,P,70%,لوتينيل,lutenyl
septeal,CHLORHEXIDINE,500,MG,SOLUTION POUR APPLICATION LOCALE,1 FLACON 60 ML,12.2,8.1,12.2,G,0%,سيبتيال,septeal
bicarbonate slf244,CONCENTRE POUR HEMODIALYSE,,,SOLUTE CONCENTRE,1 BIDON 10 L,128.0,80.0,67.3,P,70%,بيكاربوناتي سلف244,bicarbonate slf244
ikaran lp,DIHYDROERGOTAMINE,5,MG,COMPRIME LP,1 BOITE 30 COMPRIME,93.35,61.7,93.35,P,0%,يكاران لب,ikaran lp
nimotop,NIMODIPINE,10,MG,SOLUTION POUR PERFUSION,1 FLACON 50 ML,232.0,144.5,162.4,P,70%,نيموتوب,nimotop
intralgis suspension pediatrique,IBUPROFENE,2,%,SUSPENSION BUVABLE,1 FLACON 150 ML,22.0,13.7,22.0,G,70%,ينترالجيس سوسبينسيون بيدياتريقوي,intralgis suspension pediatrique
prozac,FLUOXETINE,20,MG,GELULE,1 BOITE 14 GELULE,100.3,62.5,89.7,P,70%,بروزاك,prozac
doxican,TENOXICAM,20,MG,GELULE,1 BOITE 20 GELULE,77.5,48.3,77.5,G,70%,دوكسيكان,doxican
biprol polymedic,BISOPROLOL,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE,72.0,45.0,72.0,G,70%,بيبرول بوليميديك,biprol polymedic
iposec,LANSOPRAZOLE,30,MG,GELULE GASTRO-RESISTANTE,1 BOITE 15 GELULE GASTRO-RESISTANTE,59.0,36.8,59.0,G,70%,يبوسيك,iposec
digestine,METOCLOPRAMIDE,16,MG,GELULE,1 BOITE 30 GELULE,46.0,28.7,46.0,G,70%,ديجيستيني,digestine
alimta,PEMETREXED,100,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,2974.0,2650.0,2974.0,P,70%,اليمتا,alimta
triella,NORETHISTERONE / ETHINYLESTRADIOL,0.5 / 35,MG / µG,COMPRIME,1 BOITE 21 COMPRIME,17.9,11.8,17.9,P,0%,ترييللا,triella
vibra 200,DOXYCYCLINE,200,MG,COMPRIME,1 BOITE 8 COMPRIME,89.0,55.4,47.5,P,70%,فيبرا 200,vibra 200
doli pediatrique,PARACETAMOL,3,%,SOLUTION BUVABLE,1 FLACON 90 ML,17.5,10.9,17.5,P,70%,دولي بيدياتريقوي,doli pediatrique
konakion mm paediatric,PHYTOMENADIONE,2,MG,SOLUTION BUVABLE ET INJECTABLE,1 BOITE 5 AMPOULE INJECTABLE ET BUVABLE,44.7,27.8,44.7,P,70%,كوناكيون مم بايدياتريك,konakion mm paediatric
"innohep 2500 ui anti-xa/0,25 ml,tinzaparine,2500,ui,solution injectable,1 boite 2 seringue preremplie,73.1,45.7,73.1,p,70%,""يننوهيب 2500 وي انتي-كسا/0,25 مل"",innohep 2500 ui anti xa 0 25 ml,,,,,,,,,,,,"
uteplex,ACIDE URIDIQUE / 5-TRIPHOSPHORIQUE,2 / 2,MG / MG,SOLUTION BUVABLE,1 BOITE 12 AMPOULE BUVABLE,47.1,31.1,47.1,P,0%,وتيبليكس,uteplex
glucophage 1000,METFORMINE,1000,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,28.0,17.5,19.9,P,70%,جلوكوبهاجي 1000,glucophage 1000
dolostop,PARACETAMOL,500,MG,COMPRIME,1 BOITE 20 COMPRIME,10.2,6.4,10.2,G,70%,دولوستوب,dolostop
vermox,MEBENDAZOLE,100,MG,COMPRIME,1 BOITE 6 COMPRIME,21.2,13.2,21.2,P,70%,فيرموكس,vermox
bicarbonate slf92,CONCENTRE POUR HEMODIALYSE,,,SOLUTE CONCENTRE,1 BIDON 10 L,128.0,80.0,67.3,P,70%,بيكاربوناتي سلف92,bicarbonate slf92
insulet rapide,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,1 FLACON 10 ML,85.0,53.1,85.0,G,70%,ينسوليت رابيدي,insulet rapide
facteur viii de coagulation humain-cnts 100 ui/ml,FACTEUR VIII,500,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,1863.0,1582.0,1863.0,P,70%,فاكتيور فييي دي كواجولاتيون هوماين-كنتس 100 وي/مل,facteur viii de coagulation humain cnts 100 ui ml
extencilline,BENZATHINE BENZYLPENICILLINE,1.2,MUI,POUDRE POUR SUSPENSION INJECTABLE,1 BOITE 1 FLACON,12.3,7.7,10.7,P,70%,يكستينكيلليني,extencilline
dolirhume,PARACETAMOL / PSEUDOEPHEDRINE,500 / 300,MG / MG,COMPRIME,1 BOITE 16 COMPRIME,18.35,12.1,18.35,P,0%,دوليرهومي,dolirhume
inipomp,PANTOPRAZOLE,40,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 14 COMPRIME,276.0,182.6,276.0,P,0%,ينيبومب,inipomp
locapred,DESONIDE,0.1,%,CREME,1 TUBE 15 G,16.6,10.4,16.6,P,70%,لوكابريد,locapred
inalap 20 mg,ENALAPRIL,20,MG,COMPRIME,1 BOITE 28 COMPRIME,157.0,103.8,157.0,G,70%,ينالاب 20 مج,inalap 20 mg
mexine 500 mg,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,144.0,95.2,144.0,G,0%,ميكسيني 500 مج,mexine 500 mg
mexine 750 mg,CIPROFLOXACINE,750,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,135.0,89.3,135.0,G,0%,ميكسيني 750 مج,mexine 750 mg
prevenar,POLYOSIDES PNEUMOCOCCIQUES,,,SUSPENSION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,808.0,535.0,808.0,P,70%,بريفينار,prevenar
oliclinomel n6-900e,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,,NA / NA,SOLUTION ET EMULSION POUR PERFUSION,1 POCHE 2 L,0.0,390.0,390.0,G,0%,وليكلينوميل ن6-900ي,oliclinomel n6 900e
dormicum,MIDAZOLAM,5,MG/5ML,SOLUTION INJECTABLE,10 AMPOULE 5 ML,194.8,121.4,194.8,P,70%,دورميكوم,dormicum
megasfon 80 mg,PHLOROGLUCINOL,80,MG,COMPRIME ORODISPERSIBLE,1 BOITE 10 COMPRIME ORODISPERSIBLE,22.0,13.7,22.0,G,70%,ميجاسفون 80 مج,megasfon 80 mg
pimlo 5mg,AMLODIPINE,5,MG,COMPRIME,1 BOITE 28 COMPRIME,49.0,30.6,49.0,G,70%,بيملو 5مج,pimlo 5mg
bipreterax,INDAPAMIDE / PERINDOPRIL,1.25 / 4,MG / MG,COMPRIME,1 BOITE 30 COMPRIME,290.0,0.0,290.0,P,70%,بيبريتيراكس,bipreterax
mucocil ad,CARBOCYSTEINE,5,%,SOLUTION BUVABLE,1 FLACON 125 ML,19.45,12.9,19.45,G,0%,موكوكيل اد,mucocil ad
trophires compose adultes,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,110 / 450,MG / MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE,13.75,9.1,13.75,P,0%,تروبهيريس كومبوسي ادولتيس,trophires compose adultes
sifrol 0.52 mg,PRAMIPEXOLE,0.52,MG,COMPRIME LP,1 BOITE 10 COMPRIME A LP,99.0,65.5,99.0,P,0%,سيفرول 0.52 مج,sifrol 0 52 mg
mircera 75 µg/0.3 ml,EPOETINE BETA,75,µG,SOLUTION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,0.0,1654.0,1654.0,P,0%,ميركيرا 75 µج/0.3 مل,mircera 75 ug 0 3 ml
imatec,IMATINIB,100,MG,GELULE,1 BOITE 120 GELULE,3800.0,3500.0,3800.0,G,70%,يماتيك,imatec
arixtra 7.5 mg/0.6 ml,FONDAPARINUX SODIQUE,7.5,MG,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE PREREMPLIE,1818.0,1202.8,1818.0,P,0%,اريكسترا 7.5 مج/0.6 مل,arixtra 7 5 mg 0 6 ml
venula 200mg,HYDROSMINE,200,MG,GELULE,1 BOITE 60 GELULE,105.0,69.5,105.0,G,0%,فينولا 200مج,venula 200mg
levofloxacine gt,LEVOFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME PELLICULE,112.0,69.8,112.0,G,70%,ليفوفلوكساكيني جت,levofloxacine gt
dolamine,PARACETAMOL / CAFEINE,400 / 25,MG / MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,15.3,10.1,15.3,G,0%,دولاميني,dolamine
carboxyl,CARBOCYSTEINE,2,%,SIROP,1 FLACON 125 ML,15.3,10.0,15.3,G,0%,كاربوكسيل,carboxyl
acetate slf 86,CONCENTRE POUR HEMODIALYSE,,,SOLUTE CONCENTRE,1 BIDON 10 L,172.0,108.0,161.4,P,70%,اكيتاتي سلف 86,acetate slf 86
oedes 40mg,OMEPRAZOLE,40,MG,LYOPHILISAT POUR SOLUTION INJECTABLE,1 BOITE 5 FLACON + AMPOULE,0.0,250.0,250.0,G,0%,ويديس 40مج,oedes 40mg
co-trim,SULFAMETHOXAZOLE / TRIMETHOPRIME,200 / 40,MG / MG,SUSPENSION BUVABLE,1 FLACON 100 ML,21.2,13.2,21.2,G,70%,كو-تريم,co trim
estrapatch 40 µg/24 heures,ESTRADIOL,1.25,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 4 PATCH,95.5,63.2,95.5,P,0%,يستراباتكه 40 µج/24 هيوريس,estrapatch 40 ug 24 heures
stalevo 100/25/200 mg,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 100 / 27.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,409.1,270.6,409.1,P,0%,ستاليفو 100/25/200 مج,stalevo 100 25 200 mg
avd vit b1 c derol adulte,ACIDE ACETYLSALICYLIQUE / THIAMINE (VITAMINE B1),400 / 2,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,11.35,7.5,11.35,P,0%,افد فيت ب1 ك ديرول ادولتي,avd vit b1 c derol adulte
vomistop 20 mg,METOCLOPRAMIDE,20,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,13.0,8.6,13.0,G,0%,فوميستوب 20 مج,vomistop 20 mg
oruvail,KETOPROFENE,200,MG,GELULE LP,1 BOITE 14 GELULE,75.0,0.0,75.0,G,70%,وروفايل,oruvail
skinosone,BETAMETHASONE,0.05,%,POMMADE,1 TUBE 15 G,16.8,10.5,16.8,G,70%,سكينوسوني,skinosone
fucithalmic,ACIDE FUSIDIQUE,1,%,GEL OPHTALMIQUE,1 TUBE 3 G,37.2,23.2,37.2,P,70%,فوكيتهالميك,fucithalmic
tiaflam 100mg,ACIDE TIAPROFENIQUE,100,MG,COMPRIME,1 BOITE 30 COMPRIME,26.0,17.2,26.0,G,0%,تيافلام 100مج,tiaflam 100mg
exforge 5 mg /160 mg,AMLODIPINE / VALSARTAN,5 / 160,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,190.6,119.1,190.6,P,70%,يكسفورجي 5 مج /160 مج,exforge 5 mg 160 mg
esac 40mg,ESOMEPRAZOLE,40,MG,GELULE,1 BOITE 28 GELULE,226.6,149.5,226.6,G,0%,يساك 40مج,esac 40mg
ceftriaxone mylan im 500 mg/2 ml,CEFTRIAXONE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,73.0,45.5,73.0,G,70%,كيفترياكسوني ميلان يم 500 مج/2 مل,ceftriaxone mylan im 500 mg 2 ml
medizapin,OLANZAPINE,10,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,527.0,349.0,527.0,G,70%,ميديزابين,medizapin
bisolvomycine,TETRACYCLINE / BROMHEXINE,250 / 4,MG / MG,COMPRIME DRAGEIFIE,1 BOITE 16 COMPRIME,19.85,13.1,19.85,P,0%,بيسولفوميكيني,bisolvomycine
nuravit,CYPROHEPTADINE / THIAMINE (VITAMINE B1),0.08 / 0.012,G / G,SIROP,1 FLACON 125 ML,21.0,13.9,21.0,G,0%,نورافيت,nuravit
prastenor 20mg,PRAVASTATINE,20,MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME SECABLE,147.4,97.5,147.4,G,0%,براستينور 20مج,prastenor 20mg
catalgine adulte,ACIDE ACETYLSALICYLIQUE,1,G,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET,34.0,21.2,34.0,P,70%,كاتالجيني ادولتي,catalgine adulte
inegy 10mg/40mg,SIMVASTATINE / EZETIMIBE,40 / 10,MG / MG,COMPRIME,1 BOITE 28 COMPRIME,460.0,304.3,460.0,P,0%,ينيجي 10مج/40مج,inegy 10mg 40mg
sodrix lp 1.5mg,INDAPAMIDE,1.5,MG,COMPRIME PELLICULE LP,1 BOITE 30 COMPRIME PELLICULE,34.2,21.4,34.2,G,70%,سودريكس لب 1.5مج,sodrix lp 1 5mg
colopathil,ATTAPULGITE DE MORMOIRON ACTIVEE,1.5,G,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET,17.45,11.5,17.45,G,0%,كولوباتهيل,colopathil
cardensiel 10 mg,BISOPROLOL,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE,77.8,51.4,77.8,P,0%,كاردينسييل 10 مج,cardensiel 10 mg
nitroglicerine ph&t 25mg/5ml,TRINITRINE,5,MG/ML,SOLUTION INJECTABLE POUR PERFUSION,50 AMPOULE 8 ML,1611.0,1350.0,1611.0,G,70%,نيتروجليكيريني به&ت 25مج/5مل,nitroglicerine ph t 25mg 5ml
mazax 300 mg,AZITHROMYCINE,300,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 3 SACHET,128.0,84.7,128.0,G,0%,مازاكس 300 مج,mazax 300 mg
di-antalvic,PARACETAMOL / DEXTROPROPOXYPHENE,400 / 30,MG / MG,GELULE,1 BOITE 18 GELULE,32.3,21.4,32.3,P,0%,دي-انتالفيك,di antalvic
trichogin,TINIDAZOLE,500,MG,COMPRIME,1 BOITE 4 COMPRIME,21.1,13.2,21.1,G,70%,تريكهوجين,trichogin
maxipene,IBUPROFENE,2,%,SUSPENSION BUVABLE,1 FLACON 150 ML,22.5,14.0,22.5,G,70%,ماكسيبيني,maxipene
regulax,TEGUMENTS DISPAGHULL,3.5,G,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET,56.5,37.4,56.5,G,0%,ريجولاكس,regulax
alpha kadol pommade,COMPLEXE CHYMOTRYPSINE / PHENYLBUTAZONE,2500000 / 5,U.A.T.EE / G,POMMADE,1 TUBE 35 G,22.65,15.0,22.65,P,0%,البها كادول بوممادي,alpha kadol pommade
vita c 1000 sans sucre,ACIDE ASCORBIQUE (VITAMINE C),1,G,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,16.8,11.1,16.8,G,0%,فيتا ك 1000 سانس سوكري,vita c 1000 sans sucre
atrovent,IPRATROPIUM,0.25,MG/2ML,SOLUTION POUR INHALATION PAR NEBULISEUR,1 BOITE 10 RECIPIENT UNIDOSE,50.4,31.5,50.4,P,70%,اتروفينت,atrovent
gluconate de calcium 10 % proamp,CALCIUM,10,%,SOLUTION INJECTABLE,50 AMPOULE 10 ML,291.0,181.3,291.0,G,70%,جلوكوناتي دي كالكيوم 10 % بروامب,gluconate de calcium 10 proamp
tysabri 300mg,NATALIZUMAB,20,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 15 ML,0.0,20094.0,20094.0,P,0%,تيسابري 300مج,tysabri 300mg
bricanyl turbuhaler,TERBUTALINE,500,µG,POUDRE POUR INHALATION,1 FLACON 200 DOSE,112.2,70.1,112.2,P,70%,بريكانيل توربوهالير,bricanyl turbuhaler
insulet mix 30,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 FLACON 10 ML,85.0,53.1,85.0,G,70%,ينسوليت ميكس 30,insulet mix 30
calcifix vit d3,CALCIUM / COLECALCIFEROL (VITAMINE D3),500 / 400,MG / UI,COMPRIME A CROQUER,1 BOITE 30 COMPRIME,42.2,26.3,42.2,G,70%,كالكيفيكس فيت د3,calcifix vit d3
utrogestan,PROGESTERONE,100,MG,CAPSULE MOLLE ORALE OU VAGINALE,1 BOITE 30 CAPSULE,80.8,50.4,80.8,P,70%,وتروجيستان,utrogestan
arixtra 5 mg/0.4 ml,FONDAPARINUX SODIQUE,5,MG,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE PREREMPLIE,1818.0,1202.8,1818.0,P,0%,اريكسترا 5 مج/0.4 مل,arixtra 5 mg 0 4 ml
josacine enfant,JOSAMYCINE,250,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 15 G,82.9,51.7,82.9,P,70%,جوساكيني ينفانت,josacine enfant
ibeflox,OFLOXACINE,200,MG,COMPRIME,1 BOITE 10 COMPRIME,62.0,38.6,62.0,G,70%,يبيفلوكس,ibeflox
scandicaine 2 % speciale,MEPIVACAINE,36,MG,SOLUTION INJECTABLE POUR USAGE DENTAIRE,1 BOITE 50 CARTOUCHE,215.0,0.0,215.0,P,0%,سكانديكايني 2 % سبيكيالي,scandicaine 2 speciale
viraferonpeg 150 µg,INTERFERON ALFA-2B PEGYLE,150,µG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,3067.0,2746.0,3067.0,P,70%,فيرافيرونبيج 150 µج,viraferonpeg 150 ug
paxil cr 25 mg,PAROXETINE,25,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,107.0,0.0,107.0,P,0%,باكسيل كر 25 مج,paxil cr 25 mg
tussifed,TRIPROLIDINE / DEXTROMETHORPHANE,2.5 / 30,MG / MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,28.6,0.0,28.6,P,0%,توسسيفيد,tussifed
bipen 1 m,BENZYLPENICILLINE PROCAINE,1,MUI,POUDRE POUR PREPARATION INJECTABLE,1 FLACON 2 ML,11.1,0.0,11.1,P,70%,بيبين 1 م,bipen 1 m
differine,ADAPALENE,0.1,%,GEL,1 TUBE 30 G,111.1,73.45,111.1,P,0%,ديففيريني,differine
voltarene 0.1%,DICLOFENAC,1,MG,COLLYRE,1 FLACON 5 ML,47.0,31.1,47.0,P,0%,فولتاريني 0.1%,voltarene 0 1
terix,TERBINAFINE,250,MG,COMPRIME,1 BOITE 28 COMPRIME,296.0,196.5,296.0,G,70%,تيريكس,terix
gonal-f 450 ui,FOLLITROPINE ALFA,450,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,1738.3,1149.9,1738.3,P,0%,جونال-ف 450 وي,gonal f 450 ui
"nordaz 7,5 mg,nordazepam,7.5,mg,comprime secable,1 boite 30 comprime secable,19.4,12.1,19.4,p,70%,""نورداز 7,5 مج"",nordaz 7 5 mg,,,,,,,,,,,,"
arthrol liniment,SALISYLATE DE PHENYLPROPYL / METHOXYSALICYLATE DETHYLE,10 / 2,G / G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 20 G,39.1,25.8,39.1,P,0%,ارتهرول لينيمينت,arthrol liniment
avaxim,VACCIN ANTI-HEPATITE A,160,UI,SUSPENSION INJECTABLE,1 SERINGUE 1 SERINGUE PREREMPLIE,308.0,203.7,308.0,P,0%,افاكسيم,avaxim
requip 5 mg,ROPINIROLE,5,MG,COMPRIME PELLICULE,1 BOITE 21 COMPRIME PELLICULE,456.3,301.8,456.3,P,0%,ريقويب 5 مج,requip 5 mg
yomesane 500 mg,NICLOSAMIDE,500,MG,COMPRIME A CROQUER,1 BOITE 4 COMPRIME A CROQUER,13.2,0.0,13.2,P,0%,يوميساني 500 مج,yomesane 500 mg
xylocaine 5% nebuliseur,LIDOCAINE,5,%,SOLUTION POUR INHALATION,1 BOITE 1 FLACON,146.1,96.6,146.1,P,0%,كسيلوكايني 5% نيبوليسيور,xylocaine 5 nebuliseur
metformine win 1000 mg,METFORMINE,1000,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE,19.9,12.4,19.9,G,70%,ميتفورميني وين 1000 مج,metformine win 1000 mg
novomix 30 flexpen,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,5 STYLO 3 ML,581.0,386.0,581.0,P,70%,نوفوميكس 30 فليكسبين,novomix 30 flexpen
fortair,FORMOTEROL,12,µG,POUDRE POUR INHALATION,1 FLACON 120 ML,120.0,75.0,120.0,G,70%,فورتاير,fortair
kalest,OMEPRAZOLE,20,MG,GELULE,1 BOITE 7 GELULE,30.0,18.7,30.0,G,70%,كاليست,kalest
kogenate 1000 ui,OCTOCOG ALPHA (FVIII RECOMBINANT),1000,UI,POUDRE POUR SOLUTION INJECTABLE,1 KIT 1000 UI,7422.0,7177.0,7422.0,P,70%,كوجيناتي 1000 وي,kogenate 1000 ui
minirin spray,DESMOPRESSINE,10,µG,SOLUTION ENDONASALE,1 FLACON 2.5 ML,206.0,128.9,206.0,P,70%,مينيرين سبراي,minirin spray
keppra 500 mg,LEVETIRACETAM,500,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,666.0,441.0,666.0,P,70%,كيببرا 500 مج,keppra 500 mg
triacephine pharma5 i.m,CEFTRIAXONE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,114.3,71.2,114.3,G,70%,ترياكيبهيني بهارما5 ي.م,triacephine pharma5 i m
votrient 200 mg,PAZOPANIB,200,MG,COMPRIME PELLICULE,1 BOITE 90 COMPRIME PELLICULE,14128.0,9345.7,14128.0,P,0%,فوتريينت 200 مج,votrient 200 mg
acide glucose slf264,CONCENTRE POUR HEMODIALYSE,,,SOLUTE CONCENTRE,1 BIDON 10 L,90.0,0.0,67.3,P,70%,اكيدي جلوكوسي سلف264,acide glucose slf264
d-blastin,DAUNORUBICINE,20,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,126.0,78.7,126.0,G,70%,د-بلاستين,d blastin
bronchathiol adulte,CARBOCYSTEINE,5,%,SOLUTION BUVABLE,1 FLACON 150 ML,31.2,20.6,31.2,P,0%,برونكهاتهيول ادولتي,bronchathiol adulte
keppra,LEVETIRACETAM,500,MG,COMPRIME PELLICULE SECABLE,1 BOITE 60 COMPRIME,1133.0,749.45,1133.0,P,70%,كيببرا,keppra
denoral adulte,BUZEPIDE / CLOCINIZINE,9 / 33.75,MG / MG,SIROP,1 FLACON 150 ML,11.5,7.6,11.5,P,0%,دينورال ادولتي,denoral adulte
zorac,TAZAROTENE,0.1,%,GEL,1 TUBE 15 G,155.0,102.5,155.0,P,0%,زوراك,zorac
diamox,ACETAZOLAMIDE,250,MG,COMPRIME SECABLE,1 BOITE 24 COMPRIME,19.0,11.8,19.0,P,70%,دياموكس,diamox
hexomedine transcutanee,HEXAMIDINE,,,SOLUTION POUR APPLICATION LOCALE,1 FLACON 60 ML,14.0,9.3,14.0,P,0%,هيكسوميديني ترانسكوتانيي,hexomedine transcutanee
rouvax,VACCIN ANTIROUGEOLEUX,,,LYOPHILISAT POUR SUSPENSION INJECTABLE,1 BOITE 1 FLACON,63.2,0.0,63.2,P,70%,رووفاكس,rouvax
menopur,MENOTROPINE,75,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 5 FLACON,1560.0,1031.9,1560.0,P,0%,مينوبور,menopur
lioton,HEPARINE SODIQUE,1000,UI,GEL,1 TUBE 50 G,53.0,35.0,53.0,P,0%,ليوتون,lioton
cilentra 10 mg,ESCITALOPRAM,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME PELLICULE SECABLE,126.0,78.5,126.0,G,70%,كيلينترا 10 مج,cilentra 10 mg
septanest adrenlinee,ARTICAINE,72,MG,SOLUTION INJECTABLE POUR USAGE DENTAIRE,1 BOITE 50 CARTOUCHE,215.0,0.0,215.0,P,0%,سيبتانيست ادرينلينيي,septanest adrenlinee
anxiol,BROMAZEPAM,6,MG,COMPRIME,1 BOITE 30 COMPRIME,36.7,22.9,36.7,G,70%,انكسيول,anxiol
etoposide,ETOPOSIDE,100,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 FLACON,0.0,74.0,74.0,G,70%,يتوبوسيدي,etoposide
fostimon 75 ui/ml,UROFOLLITROPINE,75,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,5 SERINGUE PREREMPLIE 1 ML,953.0,630.0,953.0,P,0%,فوستيمون 75 وي/مل,fostimon 75 ui ml
nofloxine,NORFLOXACINE,400,MG,COMPRIME ENROBE,1 BOITE 10 COMPRIME,78.0,48.6,78.0,G,70%,نوفلوكسيني,nofloxine
dif-tet-all vaccin,VACCIN D.T,,,PREPARATION INJECTABLE,1 BOITE 10 DOSE,23.0,0.0,23.0,G,70%,ديف-تيت-الل فاككين,dif tet all vaccin
mucocil enf,CARBOCYSTEINE,2,%,SOLUTION BUVABLE,1 FLACON 125 ML,12.95,8.5,12.95,G,0%,موكوكيل ينف,mucocil enf
